index,order_id,item_id,product_id,quantity,list_price,discount
777,276,1,3,2,999.99,0.2
778,276,2,17,1,429,0.05
779,276,3,9,2,2999.99,0.07
780,277,1,20,2,599.99,0.2
781,277,2,6,2,469.99,0.2
782,277,3,13,2,269.99,0.1
783,278,1,16,1,599.99,0.2
784,278,2,19,2,449,0.07
785,278,3,13,1,269.99,0.07
786,278,4,11,2,1680.99,0.07
787,279,1,25,1,499.99,0.07
788,280,1,25,1,499.99,0.07
789,280,2,26,2,599.99,0.07
790,280,3,13,1,269.99,0.07
791,281,1,22,1,269.99,0.07
792,281,2,14,2,269.99,0.1
793,281,3,7,2,3999.99,0.07
794,282,1,20,1,599.99,0.07
795,282,2,7,2,3999.99,0.07
796,282,3,3,2,999.99,0.05
797,282,4,16,2,599.99,0.07
798,283,1,9,1,2999.99,0.05
799,283,2,16,2,599.99,0.2
800,284,1,24,2,549.99,0.2
801,284,2,20,1,599.99,0.2
802,285,1,16,2,599.99,0.05
803,285,2,12,1,549.99,0.05
804,285,3,2,1,749.99,0.1
805,286,1,26,2,599.99,0.2
806,286,2,21,2,269.99,0.07
807,286,3,16,2,599.99,0.1
808,286,4,7,1,3999.99,0.1
809,287,1,5,1,1320.99,0.2
810,287,2,10,1,1549,0.05
811,287,3,2,1,749.99,0.05
812,287,4,20,1,599.99,0.05
813,288,1,4,1,2899.99,0.2
814,288,2,10,1,1549,0.1
815,288,3,7,2,3999.99,0.05
816,289,1,13,1,269.99,0.07
817,289,2,24,1,549.99,0.2
818,289,3,17,1,429,0.2
819,290,1,2,2,749.99,0.07
820,290,2,5,2,1320.99,0.07
821,290,3,21,1,269.99,0.1
822,291,1,6,2,469.99,0.05
823,291,2,21,2,269.99,0.07
824,292,1,18,2,449,0.1
825,292,2,4,1,2899.99,0.07
826,292,3,10,2,1549,0.05
827,293,1,19,2,449,0.05
828,293,2,6,1,469.99,0.2
829,294,1,18,1,449,0.2
830,294,2,14,1,269.99,0.2
831,294,3,7,2,3999.99,0.05
832,294,4,25,2,499.99,0.2
833,295,1,22,2,269.99,0.07
834,296,1,25,2,499.99,0.07
835,296,2,12,2,549.99,0.1
836,296,3,11,2,1680.99,0.1
837,296,4,9,1,2999.99,0.2
838,297,1,4,2,2899.99,0.2
839,298,1,23,1,299.99,0.2
840,298,2,6,2,469.99,0.05
841,298,3,22,1,269.99,0.2
842,298,4,9,1,2999.99,0.07
843,298,5,14,2,269.99,0.1
844,299,1,11,2,1680.99,0.05
845,299,2,10,2,1549,0.2
846,300,1,16,2,599.99,0.1
847,300,2,9,2,2999.99,0.1
848,300,3,10,1,1549,0.1
849,300,4,11,2,1680.99,0.2
850,301,1,6,1,469.99,0.05
851,301,2,22,1,269.99,0.1
852,302,1,24,2,549.99,0.2
853,302,2,18,2,449,0.07
854,302,3,2,2,749.99,0.2
855,303,1,8,2,1799.99,0.05
856,303,2,24,2,549.99,0.05
857,304,1,10,1,1549,0.05
858,304,2,7,2,3999.99,0.1
859,304,3,20,1,599.99,0.1
860,305,1,10,1,1549,0.07
861,305,2,6,1,469.99,0.1
862,305,3,3,2,999.99,0.2
863,306,1,10,1,1549,0.2
864,306,2,22,1,269.99,0.07
865,307,1,15,2,529.99,0.05
866,308,1,7,1,3999.99,0.1
867,308,2,18,2,449,0.2
868,308,3,14,1,269.99,0.2
869,309,1,3,1,999.99,0.05
870,309,2,12,1,549.99,0.05
871,310,1,7,2,3999.99,0.07
872,310,2,14,2,269.99,0.1
873,310,3,5,2,1320.99,0.2
874,310,4,8,1,1799.99,0.2
875,311,1,17,2,429,0.05
876,311,2,5,2,1320.99,0.2
877,312,1,24,2,549.99,0.05
878,312,2,14,2,269.99,0.07
879,312,3,16,2,599.99,0.05
880,313,1,4,1,2899.99,0.07
881,313,2,10,2,1549,0.07
882,314,1,5,1,1320.99,0.07
883,314,2,9,1,2999.99,0.05
884,314,3,22,2,269.99,0.2
885,314,4,7,2,3999.99,0.07
886,315,1,11,1,1680.99,0.2
887,315,2,9,1,2999.99,0.1
888,316,1,2,2,749.99,0.2
889,316,2,16,2,599.99,0.1
890,316,3,20,1,599.99,0.1
891,316,4,19,1,449,0.2
892,316,5,17,1,429,0.05
893,317,1,10,1,1549,0.2
894,317,2,22,1,269.99,0.05
895,317,3,15,1,529.99,0.05
896,317,4,13,2,269.99,0.2
897,318,1,13,2,269.99,0.1
898,318,2,25,2,499.99,0.2
899,318,3,9,1,2999.99,0.05
900,319,1,11,1,1680.99,0.07
901,319,2,21,1,269.99,0.2
902,319,3,15,2,529.99,0.1
903,319,4,23,1,299.99,0.05
904,320,1,2,1,749.99,0.1
905,321,1,4,2,2899.99,0.2
906,321,2,12,2,549.99,0.2
907,321,3,26,1,599.99,0.2
908,321,4,23,2,299.99,0.2
909,322,1,13,2,269.99,0.2
910,322,2,21,1,269.99,0.07
911,323,1,13,2,269.99,0.07
912,323,2,26,2,599.99,0.1
913,324,1,2,2,749.99,0.1
914,324,2,17,1,429,0.2
915,324,3,22,2,269.99,0.2
916,324,4,19,1,449,0.05
917,324,5,12,1,549.99,0.05
918,325,1,7,1,3999.99,0.05
919,325,2,12,1,549.99,0.2
920,325,3,6,2,469.99,0.2
921,326,1,12,1,549.99,0.1
922,326,2,23,1,299.99,0.07
923,327,1,12,2,549.99,0.07
924,327,2,13,1,269.99,0.07
925,327,3,4,1,2899.99,0.05
926,328,1,6,2,469.99,0.1
927,329,1,14,2,269.99,0.07
928,329,2,8,2,1799.99,0.05
929,329,3,23,1,299.99,0.2
930,329,4,17,1,429,0.07
931,329,5,26,2,599.99,0.05
932,330,1,21,2,269.99,0.05
933,331,1,17,2,429,0.1
934,332,1,18,2,449,0.05
935,333,1,18,2,449,0.07
936,333,2,8,2,1799.99,0.05
937,333,3,3,1,999.99,0.2
938,334,1,16,2,599.99,0.2
939,334,2,9,1,2999.99,0.05
940,334,3,3,2,999.99,0.05
941,335,1,6,1,469.99,0.1
942,335,2,2,2,749.99,0.1
943,335,3,21,1,269.99,0.07
944,336,1,4,1,2899.99,0.1
945,336,2,12,1,549.99,0.2
946,337,1,18,1,449,0.05
947,337,2,4,1,2899.99,0.05
948,338,1,6,2,469.99,0.07
949,338,2,10,1,1549,0.07
950,338,3,22,1,269.99,0.1
951,338,4,11,2,1680.99,0.07
952,338,5,9,1,2999.99,0.05
953,339,1,13,1,269.99,0.1
954,339,2,15,2,529.99,0.05
955,340,1,11,1,1680.99,0.05
956,340,2,24,1,549.99,0.05
957,340,3,13,2,269.99,0.1
958,340,4,12,2,549.99,0.07
959,340,5,10,2,1549,0.1
960,341,1,23,2,299.99,0.05
961,342,1,26,1,599.99,0.07
962,342,2,9,1,2999.99,0.2
963,342,3,16,2,599.99,0.1
964,343,1,20,2,599.99,0.2
965,343,2,25,1,499.99,0.05
966,343,3,5,2,1320.99,0.05
967,343,4,10,1,1549,0.1
968,344,1,22,1,269.99,0.05
969,344,2,18,2,449,0.07
970,344,3,14,1,269.99,0.2
971,345,1,18,2,449,0.1
972,345,2,24,2,549.99,0.07
973,346,1,13,1,269.99,0.07
974,346,2,23,1,299.99,0.2
975,346,3,21,1,269.99,0.1
976,346,4,15,1,529.99,0.05
977,346,5,18,2,449,0.05
978,347,1,23,1,299.99,0.07
979,348,1,5,2,1320.99,0.05
980,348,2,15,2,529.99,0.07
981,349,1,20,2,599.99,0.2
982,350,1,6,2,469.99,0.05
983,350,2,20,1,599.99,0.07
984,350,3,3,1,999.99,0.07
985,351,1,4,2,2899.99,0.05
986,351,2,24,2,549.99,0.1
987,351,3,20,1,599.99,0.2
988,351,4,22,2,269.99,0.07
989,352,1,11,1,1680.99,0.2
990,352,2,14,1,269.99,0.2
991,353,1,2,2,749.99,0.2
992,354,1,21,1,269.99,0.2
993,354,2,19,1,449,0.05
994,355,1,16,1,599.99,0.1
995,355,2,14,2,269.99,0.07
996,356,1,23,2,299.99,0.05
997,356,2,4,1,2899.99,0.05
998,356,3,13,1,269.99,0.05
999,357,1,17,2,429,0.05
1000,357,2,21,2,269.99,0.07
1001,357,3,24,1,549.99,0.07
1002,357,4,9,1,2999.99,0.05
1003,358,1,21,2,269.99,0.1
1004,358,2,6,2,469.99,0.07
1005,358,3,8,2,1799.99,0.05
1006,358,4,18,2,449,0.1
1007,359,1,15,2,529.99,0.07
1008,359,2,9,2,2999.99,0.07
1009,359,3,7,2,3999.99,0.2
1010,360,1,26,1,599.99,0.05
1011,360,2,7,2,3999.99,0.2
1012,360,3,13,2,269.99,0.05
1013,360,4,25,1,499.99,0.1
1014,361,1,24,2,549.99,0.05
1015,361,2,6,2,469.99,0.1
1016,361,3,11,1,1680.99,0.1
1017,362,1,2,1,749.99,0.07
1018,363,1,21,2,269.99,0.1
1019,363,2,14,1,269.99,0.07
1020,363,3,15,1,529.99,0.1
1021,363,4,20,1,599.99,0.2
1022,364,1,25,2,499.99,0.05
1023,365,1,24,2,549.99,0.07
1024,366,1,21,1,269.99,0.1
1025,366,2,4,1,2899.99,0.07
1026,366,3,16,2,599.99,0.2
1027,367,1,26,2,599.99,0.1
1028,367,2,14,1,269.99,0.05
1029,367,3,10,2,1549,0.05
1030,368,1,5,1,1320.99,0.2
1031,368,2,10,2,1549,0.2
1032,368,3,21,2,269.99,0.1
1033,368,4,19,1,449,0.05
1034,369,1,10,2,1549,0.07
1035,370,1,25,2,499.99,0.05
1036,370,2,4,2,2899.99,0.1
1037,371,1,14,1,269.99,0.2
1038,371,2,12,1,549.99,0.2
1039,372,1,11,1,1680.99,0.05
1040,372,2,14,2,269.99,0.1
1041,372,3,5,1,1320.99,0.1
1042,373,1,8,2,1799.99,0.05
1043,373,2,22,1,269.99,0.1
1044,373,3,19,2,449,0.2
1045,373,4,12,1,549.99,0.1
1046,373,5,13,1,269.99,0.1
1047,374,1,10,1,1549,0.1
1048,374,2,7,1,3999.99,0.07
1049,375,1,21,2,269.99,0.05
1050,375,2,2,2,749.99,0.05
1051,375,3,4,2,2899.99,0.07
1052,375,4,12,2,549.99,0.05
1053,376,1,2,2,749.99,0.07
1054,376,2,23,2,299.99,0.1
1055,377,1,8,1,1799.99,0.05
1056,377,2,14,1,269.99,0.07
1057,378,1,26,2,599.99,0.05
1058,379,1,9,1,2999.99,0.07
1059,379,2,16,1,599.99,0.2
1060,380,1,16,1,599.99,0.05
1061,380,2,11,2,1680.99,0.05
1062,381,1,21,2,269.99,0.07
1063,382,1,8,1,1799.99,0.1
1064,382,2,9,1,2999.99,0.1
1065,382,3,13,1,269.99,0.07
1066,383,1,19,1,449,0.07
1067,383,2,22,2,269.99,0.05
1068,383,3,13,1,269.99,0.1
1069,383,4,21,2,269.99,0.05
1070,383,5,14,1,269.99,0.1
1071,384,1,20,1,599.99,0.1
1072,384,2,21,2,269.99,0.2
1073,384,3,8,1,1799.99,0.05
1074,384,4,15,1,529.99,0.1
1075,384,5,4,1,2899.99,0.2
1076,385,1,21,1,269.99,0.07
1077,385,2,7,2,3999.99,0.2
1078,385,3,26,2,599.99,0.05
1079,386,1,8,1,1799.99,0.2
1080,386,2,3,2,999.99,0.05
1081,386,3,16,2,599.99,0.2
1082,387,1,18,1,449,0.2
1083,388,1,19,2,449,0.2
1084,388,2,13,2,269.99,0.07
1085,388,3,2,1,749.99,0.07
1086,388,4,11,1,1680.99,0.1
1087,389,1,2,1,749.99,0.07
1088,389,2,15,2,529.99,0.07
1089,389,3,10,2,1549,0.05
1090,389,4,5,1,1320.99,0.05
1091,389,5,9,1,2999.99,0.2
1092,390,1,23,1,299.99,0.05
1093,390,2,7,2,3999.99,0.07
1094,390,3,9,1,2999.99,0.05
1095,391,1,8,1,1799.99,0.07
1096,391,2,5,2,1320.99,0.2
1097,391,3,24,2,549.99,0.07
1098,392,1,14,2,269.99,0.1
1099,392,2,3,2,999.99,0.05
1100,393,1,6,2,469.99,0.2
1101,394,1,23,1,299.99,0.05
1102,394,2,16,1,599.99,0.2
1103,394,3,14,2,269.99,0.2
1104,395,1,14,1,269.99,0.05
1105,396,1,12,1,549.99,0.1
1106,396,2,25,2,499.99,0.05
1107,396,3,5,1,1320.99,0.2
1108,397,1,7,1,3999.99,0.05
1109,398,1,8,2,1799.99,0.05
1110,398,2,18,2,449,0.05
1111,398,3,25,1,499.99,0.2
1112,398,4,17,1,429,0.05
1113,399,1,25,1,499.99,0.05
1114,399,2,11,2,1680.99,0.05
1115,399,3,14,1,269.99,0.1
1116,400,1,24,2,549.99,0.07
1117,400,2,9,1,2999.99,0.2
1118,400,3,3,2,999.99,0.2
1119,401,1,23,1,299.99,0.2
1120,401,2,10,2,1549,0.2
1121,402,1,6,2,469.99,0.07
1122,402,2,5,1,1320.99,0.07
1123,402,3,26,1,599.99,0.05
1124,403,1,12,2,549.99,0.1
1125,403,2,7,2,3999.99,0.2
1126,403,3,22,2,269.99,0.05
1127,403,4,24,1,549.99,0.2
1128,404,1,9,1,2999.99,0.07
1129,404,2,25,2,499.99,0.05
1130,404,3,16,2,599.99,0.2
1131,405,1,3,2,999.99,0.2
1132,405,2,10,2,1549,0.1
1133,405,3,14,2,269.99,0.07
1134,406,1,4,1,2899.99,0.2
1135,407,1,20,1,599.99,0.2
1136,407,2,5,1,1320.99,0.05
1137,408,1,18,1,449,0.2
1138,408,2,3,1,999.99,0.07
1139,408,3,2,2,749.99,0.07
1140,408,4,17,2,429,0.2
1141,409,1,15,1,529.99,0.07
1142,409,2,16,2,599.99,0.2
1143,409,3,21,1,269.99,0.05
1144,410,1,25,1,499.99,0.1
1145,410,2,9,2,2999.99,0.05
1146,410,3,24,2,549.99,0.1
1147,411,1,2,1,749.99,0.07
1148,411,2,26,2,599.99,0.05
1149,412,1,7,1,3999.99,0.1
1150,412,2,24,1,549.99,0.07
1151,412,3,17,1,429,0.1
1152,413,1,8,2,1799.99,0.05
1153,413,2,25,1,499.99,0.1
1154,413,3,9,1,2999.99,0.07
1155,414,1,4,2,2899.99,0.1
1156,415,1,3,1,999.99,0.07
1157,415,2,23,2,299.99,0.2
1158,415,3,5,1,1320.99,0.2
1159,415,4,6,2,469.99,0.05
1160,416,1,22,1,269.99,0.07
1161,416,2,14,1,269.99,0.07
1162,416,3,24,1,549.99,0.1
1163,417,1,26,2,599.99,0.07
1164,417,2,6,2,469.99,0.07
1165,418,1,12,1,549.99,0.05
1166,418,2,20,1,599.99,0.05
1167,419,1,9,1,2999.99,0.05
1168,420,1,17,2,429,0.2
1169,420,2,15,2,529.99,0.1
1170,420,3,3,2,999.99,0.05
1171,421,1,6,2,469.99,0.07
1172,421,2,3,2,999.99,0.2
1173,421,3,20,2,599.99,0.2
1174,421,4,4,1,2899.99,0.07
1175,421,5,23,2,299.99,0.2
1176,422,1,20,2,599.99,0.05
1177,423,1,8,2,1799.99,0.05
1178,423,2,17,1,429,0.2
1179,423,3,23,2,299.99,0.07
1180,423,4,2,1,749.99,0.2
1181,424,1,22,1,269.99,0.1
1182,424,2,6,1,469.99,0.05
1183,425,1,6,1,469.99,0.1
1184,425,2,21,2,269.99,0.07
1185,425,3,19,1,449,0.05
1186,426,1,10,1,1549,0.1
1187,426,2,23,2,299.99,0.05
1188,427,1,12,2,549.99,0.07
1189,427,2,15,2,529.99,0.1
1190,427,3,26,2,599.99,0.07
1191,428,1,5,2,1320.99,0.2
1192,428,2,14,1,269.99,0.2
1193,429,1,11,1,1680.99,0.2
1194,429,2,4,2,2899.99,0.1
1195,429,3,5,2,1320.99,0.05
1196,429,4,6,1,469.99,0.07
1197,429,5,2,1,749.99,0.1
1198,430,1,22,2,269.99,0.1
1199,430,2,11,1,1680.99,0.07
1200,430,3,4,2,2899.99,0.2
1201,430,4,13,2,269.99,0.2
1202,430,5,8,1,1799.99,0.2
1203,431,1,14,2,269.99,0.2
1204,431,2,6,1,469.99,0.1
1205,431,3,18,1,449,0.2
1206,431,4,13,2,269.99,0.07
1207,431,5,19,1,449,0.07
1208,432,1,10,2,1549,0.2
1209,432,2,7,2,3999.99,0.05
1210,433,1,6,1,469.99,0.1
1211,433,2,10,1,1549,0.2
1212,433,3,24,1,549.99,0.1
1213,433,4,4,1,2899.99,0.2
1214,434,1,21,1,269.99,0.05
1215,434,2,20,1,599.99,0.1
1216,434,3,9,1,2999.99,0.2
1217,434,4,11,2,1680.99,0.07
1218,434,5,18,2,449,0.05
1219,435,1,22,1,269.99,0.05
1220,435,2,9,1,2999.99,0.05
1221,435,3,18,1,449,0.05
1222,436,1,3,1,999.99,0.05
1223,436,2,23,1,299.99,0.2
1224,437,1,3,1,999.99,0.05
1225,437,2,10,1,1549,0.05
1226,437,3,8,2,1799.99,0.05
1227,438,1,4,1,2899.99,0.07
1228,438,2,22,1,269.99,0.1
1229,438,3,8,2,1799.99,0.05
1230,438,4,13,2,269.99,0.05
1231,439,1,6,2,469.99,0.07
1232,439,2,7,2,3999.99,0.05
1233,440,1,19,2,449,0.07
1234,440,2,4,2,2899.99,0.07
1235,441,1,12,1,549.99,0.07
1236,441,2,15,1,529.99,0.1
1237,442,1,16,2,599.99,0.07
1238,442,2,26,2,599.99,0.2
1239,442,3,6,2,469.99,0.2
1240,443,1,5,1,1320.99,0.05
1241,443,2,26,1,599.99,0.2
1242,444,1,22,1,269.99,0.07
1243,444,2,15,2,529.99,0.07
1244,444,3,20,2,599.99,0.05
1245,444,4,16,1,599.99,0.1
1246,444,5,10,2,1549,0.2
1247,445,1,7,1,3999.99,0.2
1248,445,2,16,1,599.99,0.07
1249,445,3,23,1,299.99,0.2
1250,446,1,22,1,269.99,0.2
1251,446,2,16,2,599.99,0.07
1252,447,1,4,2,2899.99,0.05
1253,447,2,3,1,999.99,0.1
1254,447,3,8,1,1799.99,0.07
1255,448,1,13,2,269.99,0.05
1256,448,2,6,2,469.99,0.05
1257,449,1,17,2,429,0.05
1258,449,2,2,1,749.99,0.05
1259,449,3,7,2,3999.99,0.07
1260,449,4,26,2,599.99,0.2
1261,450,1,24,1,549.99,0.05
1262,450,2,12,1,549.99,0.07
1263,450,3,5,1,1320.99,0.1
1264,451,1,14,2,269.99,0.05
1265,452,1,11,1,1680.99,0.05
1266,452,2,16,1,599.99,0.05
1267,452,3,7,2,3999.99,0.1
1268,452,4,8,1,1799.99,0.1
1269,453,1,23,1,299.99,0.05
1270,453,2,20,2,599.99,0.2
1271,453,3,4,1,2899.99,0.2
1272,454,1,25,2,499.99,0.07
1273,454,2,13,2,269.99,0.05
1274,454,3,24,2,549.99,0.1
1275,455,1,9,1,2999.99,0.05
1276,456,1,17,2,429,0.07
1277,456,2,23,1,299.99,0.07
1278,457,1,24,2,549.99,0.07
1279,457,2,2,1,749.99,0.05
1280,457,3,7,2,3999.99,0.1
1281,457,4,17,1,429,0.2
1282,458,1,2,1,749.99,0.2
1283,458,2,21,2,269.99,0.07
1284,458,3,11,1,1680.99,0.1
1285,458,4,24,1,549.99,0.2
1286,458,5,3,2,999.99,0.2
1287,459,1,11,1,1680.99,0.2
1288,460,1,19,1,449,0.05
1289,460,2,18,2,449,0.07
1290,460,3,4,1,2899.99,0.2
1291,460,4,22,2,269.99,0.1
1292,461,1,16,1,599.99,0.07
1293,461,2,4,1,2899.99,0.2
1294,461,3,8,2,1799.99,0.05
1295,461,4,24,1,549.99,0.1
1296,461,5,18,2,449,0.1
1297,462,1,12,2,549.99,0.1
1298,463,1,13,2,269.99,0.07
1299,464,1,7,1,3999.99,0.1
1300,465,1,6,2,469.99,0.1
1301,465,2,25,2,499.99,0.1
1302,466,1,19,2,449,0.2
1303,466,2,6,1,469.99,0.2
1304,466,3,7,2,3999.99,0.05
1305,466,4,15,1,529.99,0.1
1306,466,5,5,1,1320.99,0.1
1307,467,1,19,1,449,0.07
1308,467,2,10,1,1549,0.07
1309,467,3,22,2,269.99,0.1
1310,467,4,17,2,429,0.07
1311,467,5,11,1,1680.99,0.1
1312,468,1,19,1,449,0.1
1313,468,2,9,2,2999.99,0.05
1314,468,3,10,2,1549,0.05
1315,468,4,25,1,499.99,0.1
1316,469,1,8,2,1799.99,0.1
1317,469,2,4,1,2899.99,0.07
1318,469,3,15,2,529.99,0.2
1319,470,1,18,1,449,0.05
1320,470,2,13,1,269.99,0.05
1321,470,3,8,2,1799.99,0.2
1322,471,1,14,1,269.99,0.2
1323,471,2,13,2,269.99,0.05
1324,472,1,15,1,529.99,0.1
1325,472,2,21,2,269.99,0.1
1326,473,1,26,1,599.99,0.07
1327,474,1,19,2,449,0.05
1328,474,2,11,1,1680.99,0.2
1329,475,1,17,2,429,0.07
1330,475,2,26,2,599.99,0.2
1331,475,3,25,1,499.99,0.2
1332,476,1,22,2,269.99,0.07
1333,476,2,4,2,2899.99,0.2
1334,476,3,11,2,1680.99,0.07
1335,476,4,20,2,599.99,0.05
1336,477,1,6,1,469.99,0.1
1337,477,2,10,1,1549,0.05
1338,478,1,21,2,269.99,0.07
1339,479,1,26,1,599.99,0.07
1340,479,2,12,1,549.99,0.05
1341,479,3,21,1,269.99,0.2
1342,479,4,7,1,3999.99,0.05
1343,479,5,10,1,1549,0.2
1344,480,1,4,1,2899.99,0.05
1345,480,2,15,1,529.99,0.05
1346,480,3,23,2,299.99,0.07
1347,481,1,13,2,269.99,0.2
1348,481,2,16,2,599.99,0.07
1349,481,3,9,2,2999.99,0.1
1350,482,1,13,1,269.99,0.2
1351,482,2,14,1,269.99,0.1
1352,483,1,17,1,429,0.07
1353,484,1,8,2,1799.99,0.1
1354,484,2,24,1,549.99,0.05
1355,484,3,9,2,2999.99,0.05
1356,484,4,6,1,469.99,0.2
1357,485,1,13,1,269.99,0.1
1358,485,2,26,2,599.99,0.05
1359,486,1,9,1,2999.99,0.07
1360,486,2,23,2,299.99,0.05
1361,487,1,6,1,469.99,0.2
1362,488,1,13,2,269.99,0.07
1363,488,2,23,2,299.99,0.05
1364,488,3,22,1,269.99,0.05
1365,489,1,8,2,1799.99,0.1
1366,490,1,12,1,549.99,0.1
1367,490,2,23,1,299.99,0.05
1368,490,3,14,1,269.99,0.1
1369,490,4,13,2,269.99,0.07
1370,491,1,9,2,2999.99,0.2
1371,491,2,21,2,269.99,0.05
1372,491,3,15,2,529.99,0.05
1373,492,1,6,1,469.99,0.1
1374,492,2,22,2,269.99,0.1
1375,492,3,26,1,599.99,0.05
1376,493,1,15,1,529.99,0.05
1377,493,2,18,2,449,0.05
1378,493,3,26,1,599.99,0.05
1379,494,1,23,1,299.99,0.1
1380,495,1,22,1,269.99,0.2
1381,495,2,9,1,2999.99,0.05
1382,496,1,23,1,299.99,0.2
1383,496,2,13,1,269.99,0.1
1384,496,3,21,2,269.99,0.2
1385,497,1,25,2,499.99,0.07
1386,498,1,24,1,549.99,0.07
1387,498,2,21,1,269.99,0.1
1388,498,3,10,1,1549,0.07
1389,499,1,11,1,1680.99,0.2
1390,499,2,15,1,529.99,0.07
1391,499,3,14,2,269.99,0.2
1392,499,4,20,2,599.99,0.1
1393,500,1,12,2,549.99,0.05
1394,500,2,14,1,269.99,0.2
1395,501,1,19,2,449,0.05
1396,501,2,8,1,1799.99,0.07
1397,501,3,14,1,269.99,0.1
1398,501,4,23,2,299.99,0.07
1399,502,1,13,1,269.99,0.05
1400,503,1,13,2,269.99,0.07
1401,503,2,10,1,1549,0.05
1402,504,1,24,2,549.99,0.1
1403,504,2,2,2,749.99,0.05
1404,505,1,26,1,599.99,0.2
1405,506,1,25,1,499.99,0.1
1406,506,2,7,1,3999.99,0.07
1407,507,1,11,2,1680.99,0.05
1408,507,2,13,2,269.99,0.07
1409,507,3,20,2,599.99,0.1
1410,508,1,8,1,1799.99,0.05
1411,508,2,2,2,749.99,0.05
1412,508,3,10,2,1549,0.05
1413,508,4,25,1,499.99,0.07
1414,509,1,23,2,299.99,0.2
1415,509,2,4,2,2899.99,0.05
1416,510,1,17,1,429,0.1
1417,511,1,22,2,269.99,0.05
1418,511,2,13,1,269.99,0.1
1419,512,1,21,1,269.99,0.07
1420,513,1,7,1,3999.99,0.07
1421,513,2,13,1,269.99,0.2
1422,513,3,23,1,299.99,0.07
1423,514,1,18,2,449,0.2
1424,514,2,17,2,429,0.07
1425,515,1,8,1,1799.99,0.07
1426,515,2,5,1,1320.99,0.1
1427,515,3,25,2,499.99,0.07
1428,515,4,6,2,469.99,0.2
1429,516,1,7,1,3999.99,0.05
1430,516,2,5,2,1320.99,0.1
1431,517,1,21,2,269.99,0.07
1432,518,1,16,2,599.99,0.2
1433,518,2,5,2,1320.99,0.05
1434,518,3,25,2,499.99,0.05
1435,518,4,15,2,529.99,0.2
1436,518,5,11,2,1680.99,0.07
1437,519,1,6,1,469.99,0.07
1438,519,2,16,1,599.99,0.1
1439,519,3,23,2,299.99,0.05
1440,519,4,18,2,449,0.2
1441,519,5,7,1,3999.99,0.05
1442,520,1,26,1,599.99,0.1
1443,520,2,24,1,549.99,0.2
1444,520,3,10,1,1549,0.07
1445,521,1,5,1,1320.99,0.2
1446,521,2,14,1,269.99,0.2
1447,522,1,4,2,2899.99,0.07
1448,522,2,22,2,269.99,0.07
1449,522,3,21,1,269.99,0.05
1450,523,1,12,1,549.99,0.2
1451,523,2,20,1,599.99,0.05
1452,523,3,5,2,1320.99,0.1
1453,523,4,16,2,599.99,0.07
1454,524,1,11,1,1680.99,0.07
1455,524,2,2,1,749.99,0.05
1456,524,3,9,1,2999.99,0.2
1457,524,4,3,2,999.99,0.07
1458,524,5,26,1,599.99,0.05
1459,525,1,9,2,2999.99,0.07
1460,525,2,6,2,469.99,0.07
1461,525,3,10,1,1549,0.1
1462,526,1,3,2,999.99,0.1
1463,526,2,8,1,1799.99,0.1
1464,526,3,21,1,269.99,0.05
1465,526,4,15,1,529.99,0.07
1466,527,1,18,2,449,0.07
1467,527,2,4,1,2899.99,0.2
1468,527,3,19,1,449,0.1
1469,527,4,9,2,2999.99,0.2
1470,528,1,21,2,269.99,0.05
1471,529,1,12,2,549.99,0.07
1472,530,1,2,2,749.99,0.05
1473,530,2,4,1,2899.99,0.07
1474,530,3,6,2,469.99,0.2
1475,531,1,6,1,469.99,0.2
1476,531,2,12,2,549.99,0.2
1477,531,3,25,1,499.99,0.07
1478,532,1,17,2,429,0.07
1479,532,2,16,2,599.99,0.2
1480,532,3,12,1,549.99,0.1
1481,533,1,4,1,2899.99,0.2
1482,533,2,12,2,549.99,0.1
1483,533,3,10,1,1549,0.2
1484,533,4,25,1,499.99,0.05
1485,534,1,21,2,269.99,0.05
1486,534,2,9,2,2999.99,0.05
1487,534,3,2,1,749.99,0.07
1488,534,4,24,2,549.99,0.1
1489,535,1,24,1,549.99,0.05
1490,535,2,15,1,529.99,0.1
1491,535,3,22,2,269.99,0.1
1492,536,1,22,1,269.99,0.1
1493,536,2,2,1,749.99,0.1
1494,536,3,12,2,549.99,0.05
1495,536,4,14,1,269.99,0.07
1496,537,1,10,1,1549,0.05
1497,537,2,26,1,599.99,0.05
1498,537,3,17,2,429,0.1
1499,537,4,25,2,499.99,0.2
1500,538,1,2,2,749.99,0.2
1501,539,1,9,2,2999.99,0.1
1502,539,2,23,1,299.99,0.05
1503,539,3,21,2,269.99,0.07
1504,540,1,19,1,449,0.1
1505,540,2,26,2,599.99,0.1
1506,540,3,23,2,299.99,0.07
1507,541,1,22,2,269.99,0.05
1508,542,1,16,2,599.99,0.2
1509,542,2,9,1,2999.99,0.1
1510,542,3,20,1,599.99,0.1
1511,542,4,19,2,449,0.2
1512,543,1,25,1,499.99,0.2
1513,543,2,18,1,449,0.2
1514,543,3,26,2,599.99,0.05
1515,544,1,12,1,549.99,0.05
1516,544,2,17,1,429,0.1
1517,544,3,21,1,269.99,0.05
1518,545,1,25,2,499.99,0.2
1519,545,2,6,1,469.99,0.07
1520,545,3,24,1,549.99,0.2
1521,545,4,20,2,599.99,0.07
1522,546,1,17,2,429,0.05
1523,546,2,8,1,1799.99,0.1
